index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex,thesis_tutor
244,13-Oct-2011,Ampliación de la red de distribución de gas metano de la ciudad de Barquisimeto de función de la demanda actual y futura,"Gollo L., Ricardo J.; Sánchez P., Orlando N.",11.1 MB,http://saber.ucv.ve/handle/10872/424,http://saber.ucv.ve/bitstream/10872/424/1/Tesis%20de%20Grado.pdf,,thesis_pdf_all/244.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Rodolfo A Grullon S
