index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex,thesis_tutor
4997,2-Mar-2017,Diseño de instrumentos para medir la usabilidad de objetos de aprendizajes,"Mayora Pérez, Marilú del Carmen; Yanes Palacios, Luis Ernesto",2.71 MB,http://saber.ucv.ve/handle/10872/14706,http://saber.ucv.ve/bitstream/10872/14706/1/TEG%20Luis%20Yanes.pdf,,thesis_pdf_all/4997.pdf,True,True,False,escuela de computacion,Escuela de Computación,Nora Montano
4856,17-Feb-2017,Desarrollo del módulo de acceso a los contenidos preservados en formato WARC para un prototipo de archivo web de Venezuela,"Mantura Teresa, Kabchi Abchi; Miguel Ángel, Martínez Farías",6.24 MB,http://saber.ucv.ve/handle/10872/14512,http://saber.ucv.ve/bitstream/10872/14512/1/FINAL_TEG_ManturaKabchi_MiguelMart%c3%adnez_Marzo2014.pdf,,thesis_pdf_all/4856.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina
8045,14-Jan-2020,Desarrollo de una aplicación Web configurable para agilizar los procesos de selección y contratación de personal en las organizaciones,"Miranda De Freites, Kevin Daniel",5.61 MB,http://saber.ucv.ve/handle/10872/20494,http://saber.ucv.ve/bitstream/10872/20494/1/Tesis%20Kevin%20Daniel%20Miranda%20de%20Freitas.pdf,,thesis_pdf_all/8045.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jose Sanchez
7422,7-Jan-2019,Propuesta para la implementación de una plataforma inalámbrica basada en WiFi que ofrezca servicio de internet para una entidad hotelera,"Braz Moreira, Vicente Antonio",16.83 MB,http://saber.ucv.ve/handle/10872/19507,http://saber.ucv.ve/bitstream/10872/19507/1/TEG-Vicente-Braz.pdf,,thesis_pdf_all/7422.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric Gamess
5349,22-Mar-2017,Automatización de los procesos asociados a la planificación docente en CONEST,"Montilla Medina, Josefina Johana",12.59 MB,http://saber.ucv.ve/handle/10872/15301,http://saber.ucv.ve/bitstream/10872/15301/1/Tesis_Josefina_Montilla_19018395.pdf,,thesis_pdf_all/5349.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jossie ZambranoProf
2883,2-Dec-2014,"“Organización, Gestión y Análisis de Datos de Levantamiento de Suelos Mediante un Agente de Software.”","Angulo, Tomas E.; Vásquez, Jonathan A.",1.52 MB,http://saber.ucv.ve/handle/10872/7845,http://saber.ucv.ve/bitstream/10872/7845/1/Tesis%20Angulo-V%c3%a1squez.pdf,,thesis_pdf_all/2883.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmeralda Ramos
4265,19-Feb-2016,Verificación de firmas offline utilizando morfología matemática con k-vecinos y distancia euclìdea con centros geométricos,"Figueroa D., Marjorie E.",2.54 MB,http://saber.ucv.ve/handle/10872/13384,http://saber.ucv.ve/bitstream/10872/13384/1/TEG_Marjorie%20Figueroa.pdf,,thesis_pdf_all/4265.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rhadames Carmona S
3281,21-May-2015,Simulación del desagüe de agua de lluvia en un sistema de techos utilizando PhysX,"Urdaneta, Adriana D.",2.7 MB,http://saber.ucv.ve/handle/10872/9346,http://saber.ucv.ve/bitstream/10872/9346/1/Tesis%20Adriana%20Desir%c3%a9e%20Urdaneta%20Medina.pdf,,thesis_pdf_all/3281.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ernesto Coto
4897,21-Feb-2017,Modelado y análisis del mecanismo de retransmisión de bloques ARQ en la capa MAC del IEEE 802.16 utilizando Redes de Petri Coloreadas (CPNs),"Contreras Pernía, Luisana Margarita",2.28 MB,http://saber.ucv.ve/handle/10872/14541,http://saber.ucv.ve/bitstream/10872/14541/1/TEG.pdf,,thesis_pdf_all/4897.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol
2745,31-Oct-2014,Desarrollo de la Aplicación de Gestión Académica CONEST 2.0: Módulo Administrativo,"Belfort, Pablo J.; Ojeda, Lucía V.",1.85 MB,http://saber.ucv.ve/handle/10872/7504,http://saber.ucv.ve/bitstream/10872/7504/1/Tesis%20Belfort-Ojeda.pdf,,thesis_pdf_all/2745.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rivas Sergio
5993,10-Oct-2017,"Diseño, implementación y evaluación de técnicas híbridas de aprendizaje automático en la detección de intrusos en redes de computadoras","Pérez Abreu, Deyban Andrés",16.36 MB,http://saber.ucv.ve/handle/10872/16729,http://saber.ucv.ve/bitstream/10872/16729/1/TEG.pdf,,thesis_pdf_all/5993.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eugenio Scalise
4733,2-Feb-2017,Desarrollo de una librería basada en tecnología push para el envío de mensajes a dispositivos móviles Android,"Morey, Ronald",4.32 MB,http://saber.ucv.ve/handle/10872/14225,http://saber.ucv.ve/bitstream/10872/14225/1/teg%20ronald%20morey%20v1.9.pdf,,thesis_pdf_all/4733.pdf,True,True,False,escuela de computacion,Escuela de Computación,Robinson Rivas
4288,24-Feb-2016,Actualización del subproceso de inscripción de listas y candidatos para las elecciones de representantes estudiantiles organizadas por la Comisión Electoral de la UCV,"Colmenares Sosa, Alexis Humberto",13.17 MB,http://saber.ucv.ve/handle/10872/13431,http://saber.ucv.ve/bitstream/10872/13431/1/TEG%20Silcucv.pdf,,thesis_pdf_all/4288.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franklin Sandoval
2907,9-Dec-2014,Reingeniería de los módulos de servicio Estudiante y Docente del Sistema Legacy IBM AS/400 para permitir su acceso vía Web,"Sánchez, Lahiri L.",4.34 MB,http://saber.ucv.ve/handle/10872/7917,http://saber.ucv.ve/bitstream/10872/7917/1/Tesis%20Lahiri%20L.%20S%c3%a1nchez%20T..pdf,,thesis_pdf_all/2907.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eliezer Correa Guzman
4291,24-Feb-2016,Generación fractal de diversos tipos de terrenos basada en síntesis de ruido,"Padrón Grie, Juan Raúl",6.13 MB,http://saber.ucv.ve/handle/10872/13434,http://saber.ucv.ve/bitstream/10872/13434/1/Tesis.pdf,,thesis_pdf_all/4291.pdf,True,True,False,escuela de computacion,Escuela de Computación,Hector NavarroCaracas
5726,25-May-2017,Implementación de un sistema de recomendación de frases basado en el algoritmo Slope One,"Riveros Balbi, Norman",2.6 MB,http://saber.ucv.ve/handle/10872/15890,http://saber.ucv.ve/bitstream/10872/15890/1/TEG_NormanRiveros.pdf,,thesis_pdf_all/5726.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Y Carballo Barrera
5974,9-Oct-2017,Construcción de una aplicación web como sistema de recomendación de problemas para programación competitiva,"Blandin, German; Miquilarena, Rodolfo",3.53 MB,http://saber.ucv.ve/handle/10872/16669,http://saber.ucv.ve/bitstream/10872/16669/1/Documento-de-Tesis-con-acta-digitalizada.pdf,,thesis_pdf_all/5974.pdf,True,True,False,escuela de computacion,Escuela de Computación,Hector NavarroCaracas
4766,3-Feb-2017,"Desarrollo de una aplicación Web para la Biblioteca Alonso Gamero que permita el almacenamiento, gestión y búsqueda de la producción intelectual de la Facultad de Ciencias de la Universidad Central de Venezuela","Bolívar Morín, Juan Carlos; Paéz Román, César Andrés",1.84 MB,http://saber.ucv.ve/handle/10872/14261,http://saber.ucv.ve/bitstream/10872/14261/1/TesisFinal.pdf,,thesis_pdf_all/4766.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ospina Mercy
2783,12-Nov-2014,Prototipo para la gestión y clasificación de colecciones de documentos digitales,"Ostos, Annalicia",3.19 MB,http://saber.ucv.ve/handle/10872/7602,http://saber.ucv.ve/bitstream/10872/7602/1/Tesis%20Annalicia%20Ostos%20S%c3%a1nchez..pdf,,thesis_pdf_all/2783.pdf,True,True,False,escuela de computacion,Escuela de Computación,Andres Sanoja
4852,17-Feb-2017,Diseño e implementación de una infraestructura de virtualización basada en un entorno de nube para el laboratorio Icaro,"Francisco Lugo, Estrella",1.09 MB,http://saber.ucv.ve/handle/10872/14509,http://saber.ucv.ve/bitstream/10872/14509/1/TEG.pdf,,thesis_pdf_all/4852.pdf,True,True,False,escuela de computacion,Escuela de Computación,David Perez AbreuCaracas
6552,19-Feb-2018,Desarrollo de una aplicación para la gestión de envíos entre clientes corporativos,"Bianco Verdu, Vincenzo Antonio",3.38 MB,http://saber.ucv.ve/handle/10872/17785,http://saber.ucv.ve/bitstream/10872/17785/1/TEG_VincenzoBianco.pdf,,thesis_pdf_all/6552.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Y Carballo Barrera
8055,14-Jan-2020,Animación esquelética con datos de captura de movimiento,"Simancas Martínez, Dayrut David",11.04 MB,http://saber.ucv.ve/handle/10872/20518,http://saber.ucv.ve/bitstream/10872/20518/1/TEG-AnimacionEsqueleticaConDatosDeCapturaDeMovimiento-DayrutSimancas-ComputacionSep2019.pdf,,thesis_pdf_all/8055.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rhadames CarmonaCaracas
2806,17-Nov-2014,Desarrollo de una solución de inteligencia de negocios para el apoyo a la toma de decisiones en un modelo genérico de compras,"Di Paolo, Gino A.",4.29 MB,http://saber.ucv.ve/handle/10872/7651,http://saber.ucv.ve/bitstream/10872/7651/1/Tesis%20Gino%20Andr%c3%a9%20Di%20Paolo%20Esteves.pdf,,thesis_pdf_all/2806.pdf,True,True,False,escuela de computacion,Escuela de Computación,Brenda Lopez
5008,2-Mar-2017,Solución de Big data que apoye a la fase de reclutamiento de la gestión del talento humano en el área de tecnología de la información,"De Freitas Padrón, María Gabriela",4.86 MB,http://saber.ucv.ve/handle/10872/14721,http://saber.ucv.ve/bitstream/10872/14721/1/Tesis%20-%20MariaGabrielaDeFreitas%20-%20VersionFinal.pdf,,thesis_pdf_all/5008.pdf,True,True,False,escuela de computacion,Escuela de Computación,Brenda Lopez
2788,13-Nov-2014,Desarrollo de una Aplicación Web para la Gestión de Historias Clínicas Digitales,"Rutigliano, Jonathan A.; Pereira, Jesús A.",2.81 MB,http://saber.ucv.ve/handle/10872/7606,http://saber.ucv.ve/bitstream/10872/7606/1/Tesis%20Rutigliano-Pereira.pdf,,thesis_pdf_all/2788.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jossie Zambrano
7514,6-Mar-2019,Desarrollo de una solución de inteligencia de negocio para los indicadores del proceso de inspección de vehículos de empresas de seguros,"Hernández, Luis",3.26 MB,http://saber.ucv.ve/handle/10872/19658,http://saber.ucv.ve/bitstream/10872/19658/1/Tesis_Luis_Hernandez.pdf,,thesis_pdf_all/7514.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franky Uzcategui
2740,29-Oct-2014,Minería de textos para la asignación automática de jurados a Trabajos Especiales de Grado,"Torres, Dayana R.",2.99 MB,http://saber.ucv.ve/handle/10872/7495,http://saber.ucv.ve/bitstream/10872/7495/1/Tesis%20Dayana%20Raquel%20Torres%20Navarro.pdf,,thesis_pdf_all/2740.pdf,True,True,False,escuela de computacion,Escuela de Computación,Esmeralda Ramos
