index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,path,isScan,school_simple,school_complex
178,30-Sep-2011,"Propuesta de un sistema algorítmico en la prevención y tratamiento de úlceras por presión en pacientes hospitalizados en la Unidad Clínica de Medicina del Hospital 'Santos Aníbal Dominicci', Carúpano 2005","Muñoz, Isbelia",460.22 kB,http://saber.ucv.ve/handle/10872/345,http://saber.ucv.ve/bitstream/10872/345/1/TESIS%20ISBELIA.pdf,thesis_pdf/178.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
198,30-Sep-2011,Calidad del cuidado brindado por el profesional de enfermería a pacientes con infarto de miocardio que ingresan a la unidad de emergencia del Hospital Militar “Cnel Elbano Paredes Vivas” de Maracay Estado Aragua,"Casaña, Yurima; Florido, Lisbeth; Nieves, Rosa",481.18 kB,http://saber.ucv.ve/handle/10872/326,http://saber.ucv.ve/bitstream/10872/326/1/tesis%20de%20maracay.pdf,thesis_pdf/198.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
122,23-Jun-2011,Modelaje geofísico integrado de la región central de Venezuela por medio del análisis de flexión de placas en la sección 66º00’00’’W,"Reyes, Janckarlos",4.6 MB,http://saber.ucv.ve/handle/10872/219,http://saber.ucv.ve/bitstream/10872/219/1/TEG_Janckarlos%20K%20Reyes.pdf,thesis_pdf/122.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
129,23-Jun-2011,Metodología para la determinación del tensor de permeabilidad en yacimientos naturalmente fracturados,"Reyes, Jesús A.",4.7 MB,http://saber.ucv.ve/handle/10872/218,http://saber.ucv.ve/bitstream/10872/218/1/TRABAJO%20ESPECIAL%20DE%20GRADO_JESUS%20REYES.pdf,thesis_pdf/129.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
41,3-Jun-2011,"Análisis y evaluación técnica de la implantación del software Drill & Blast de mincom a las operaciones de perforación y voladura de la mina Paso Diablo, Municipio Páez, Estado Zulia","Castillo S., Bladimir J.",5.83 MB,http://saber.ucv.ve/handle/10872/107,http://saber.ucv.ve/bitstream/10872/107/1/Trabajo%20Especial%20de%20Grado%20%28U%29.pdf,thesis_pdf/41.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
5,27-May-2011,Desarrollo de un algoritmo computacional para determinar el efecto de la deposición de parafina sobre el gradiente de presión de flujo multifásico en tuberías,"D'Amico, Walter F.",506.32 kB,http://saber.ucv.ve/handle/10872/32,http://saber.ucv.ve/bitstream/10872/32/1/Tesis%20de%20Grado%20de%20Walter%20D%27Amico.PDF,thesis_pdf/5.pdf,False,Escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
194,30-Sep-2011,Programa de autocuidado dirigido a los pacientes con tuberculosis pulmonar que acuden al área de Neumología del Hospital Universitario Dr. “Manuel Núñez Tovar” de Maturín - Estado Monagas,"Chacón, Celia; Granado, María; Marcano, Yusnelys",539.76 kB,http://saber.ucv.ve/handle/10872/362,http://saber.ucv.ve/bitstream/10872/362/1/CAP%c3%8dTULO%20IV.%20Yuleidis.pdf,thesis_pdf/194.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
21,31-May-2011,Aplicabilidad de áridos reciclados para fabricación de hormigones,"Abreu L., René J.",552.32 kB,http://saber.ucv.ve/handle/10872/56,http://saber.ucv.ve/bitstream/10872/56/1/Trabajo%20Especial%20de%20Grado.pdf,thesis_pdf/21.pdf,False,No school,None
172,30-Sep-2011,Alteraciones músculo-esqueléticas en la enfermera(o) quirúrgica(o) en el Hospital Militar 'Dr. Carlos Arvelo' durante el primer semestre de 2006,"BRICEÑO, GRETHY; FAGUNDEZ, ERIKA; QUINTERO, DEICY",553.69 kB,http://saber.ucv.ve/handle/10872/357,http://saber.ucv.ve/bitstream/10872/357/1/TEG_Alteraciones_M%c3%basculoEsquel%c3%a9ticas.pdf,thesis_pdf/172.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
13,31-May-2011,Propuesta de un sistema de administración de inventarios de producto terminado y racionalización de inventarios en una empresa de consumo masivo.,"Sánchez M., José R.",562.96 kB,http://saber.ucv.ve/handle/10872/45,http://saber.ucv.ve/bitstream/10872/45/1/TRABAJO%20ESPECIAL%20DE%20GRADO.PDF,thesis_pdf/13.pdf,False,Escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
160,30-Sep-2011,"Condiciones de salubridad y cuidados humanos del adulto mayor institucionalizado en la Unidad Geriátrica “Doña Menca de Leoni”. Municipio Tucupita, Estado Delta Amacuro. Primer trimestre año 2.006","Bermúdez, Yvis; Valenzuela, Sergia; Vásquez, Emilia",571.6 kB,http://saber.ucv.ve/handle/10872/354,http://saber.ucv.ve/bitstream/10872/354/1/Tesis%20UCV%20Emilia%2c%20Sergia%2c%20Yvis.pdf,thesis_pdf/160.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
162,30-Sep-2011,Cuidados de enfermería en pacientes que reciben nutrición parenteral total hospitalizados en el Centro Policlínico Valencia Estado Carabobo,"Diaz, Eukari; Ochoa, Zenaida; Ollarves, Zulay",575.46 kB,http://saber.ucv.ve/handle/10872/329,http://saber.ucv.ve/bitstream/10872/329/1/tesis%20zulay%20mercedes.pdf,thesis_pdf/162.pdf,False,No school,None
196,30-Sep-2011,"Información que poseen las madres de los niños menores de 5 años, que se encuentran hospitalizados, sobre el asma bronquial, Área de Pediatría. Hospital Dr. Domingo Luciani, El Llanito, primer semestre, 2005","Farías, María; Ojeda, Yasenia; Salazar, Morayma",581.47 kB,http://saber.ucv.ve/handle/10872/333,http://saber.ucv.ve/bitstream/10872/333/1/Tesis%20asma%20bronquial.pdf,thesis_pdf/196.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
182,30-Sep-2011,"Atención de enfermería en pacientes con VIH-SIDA en la Unidad Clínica de Medicina del Hospital 'Dr. Raúl Leoni Otero', San Félix, estado Bolívar en el tercer trimestre del año 2005","Becker, Elis; Rosas, Alida; Zorrilla, Maritza",589.01 kB,http://saber.ucv.ve/handle/10872/324,http://saber.ucv.ve/bitstream/10872/324/1/TESIS%2520BECKER-ROSAS-ZORRILLA%5b1%5d.pdf,thesis_pdf/182.pdf,False,No school,None
10,31-May-2011,Modelado de lodos activados en estado estacionario,"Salazar A., Daniel E.",6.06 MB,http://saber.ucv.ve/handle/10872/44,http://saber.ucv.ve/bitstream/10872/44/1/Modelado%20de%20Lodos%20Activados%20en%20Estado%20Estacionario.pdf,thesis_pdf/10.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
171,30-Sep-2011,"Propuesta de un modelo de participación de enfermería con Barrio Adentro, comunidad Artigas, parroquia San Juan, Caracas, Segundo Semestre, 2005","Evans, Margarita; Mejías, Liliana; Ruíz, Inora",1.05 MB,http://saber.ucv.ve/handle/10872/332,http://saber.ucv.ve/bitstream/10872/332/1/PROPUESTA%20MODELO%20PARTICIPACI%c3%93N%20DE%20ENFERMER%c3%8dA%20PBA.pdf,thesis_pdf/171.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
24,31-May-2011,Consideraciones técnico-económicas en los recortes de producción OPEP,"Almeida M., Juan C.; Rodríguez M., Warrer F.",7.08 MB,http://saber.ucv.ve/handle/10872/60,http://saber.ucv.ve/bitstream/10872/60/1/TESIS.pdf,thesis_pdf/24.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
8,31-May-2011,Interpretación sísmica estructural 3D y uso de atributos sísmicos en el cretácico. Bloques IX y XIV del Lago de Maracaibo,"Zapata L., Iris C.",7.16 MB,http://saber.ucv.ve/handle/10872/54,http://saber.ucv.ve/bitstream/10872/54/3/T.E.G.%20Iris%20Zapata.pdf,thesis_pdf/8.pdf,False,"escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
61,7-Jun-2011,Metodología de evaluación de cambio de métodos de producción,"Corro T., Marcos A.",6.37 MB,http://saber.ucv.ve/handle/10872/112,http://saber.ucv.ve/bitstream/10872/112/1/CMLA.pdf,thesis_pdf/61.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
68,7-Jun-2011,Estudio de la resistencia al desgaste del acero AISI 4340 bajo condiciones de deslizamiento sin lubricación,"Cubillán T., Alfredo; Liccionis F., Oscar",6.54 MB,http://saber.ucv.ve/handle/10872/114,http://saber.ucv.ve/bitstream/10872/114/1/tesis%20completa.pdf,thesis_pdf/68.pdf,False,Escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
20,31-May-2011,Deshidrogenación oxidativa de n-pentano sobre catalizadores de vmgo soportados y vmgo promovidos con galio y antimonio,"Acevedo B., Adriana",6.64 MB,http://saber.ucv.ve/handle/10872/57,http://saber.ucv.ve/bitstream/10872/57/1/TEG%20-%20Adriana%20Acevedo.pdf,thesis_pdf/20.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
107,22-Jun-2011,"Estudio geológico y geotécnico de un área ubicada en la localidad de Carenero, Estado Miranda","Menéndez V., Daniel A.",6.65 MB,http://saber.ucv.ve/handle/10872/194,http://saber.ucv.ve/bitstream/10872/194/1/TEG_DM.pdf,thesis_pdf/107.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
30,31-May-2011,Selección de los parámetros de pulso en la soldadura de aleaciones Al-si y Al-Mg con el proceso GMAW-P,"Grella Ch., Miguel A.",6.7 MB,http://saber.ucv.ve/handle/10872/41,http://saber.ucv.ve/bitstream/10872/41/1/TESIS-MAG_noPW.pdf,thesis_pdf/30.pdf,False,escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
1,2009,Estudio de sobretensiones por maniobra debido a energización de bancos de condensadores y transformadores en líneas de transmisión de 115kV,"De Gregorio S., Luis T.",6.77 MB,http://saber.ucv.ve/handle/10872/17712,http://saber.ucv.ve/bitstream/10872/17712/1/TESIS%20DE%20GRADO%20LUIS%20DE%20GREGORIO.pdf,thesis_pdf/1.pdf,False,Escuela de Ingenieria Electrica,Escuela de Ingeniería Eléctrica
136,23-Jun-2011,Modificación de las propiedades de polipropileno con caucho natural,"Romero P., Desireé R.",662.97 kB,http://saber.ucv.ve/handle/10872/227,http://saber.ucv.ve/bitstream/10872/227/1/Trabajo%20especial%20de%20grado.pdf,thesis_pdf/136.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
63,7-Jun-2011,Análisis comparativo de la resistencia al desgaste de piezas sinterizadas y piezas recubiertas por rociado térmico HVOF.,"DIAZ N., SIUL J.; FRANCO S., ADOLFO A.",696.45 kB,http://saber.ucv.ve/handle/10872/120,http://saber.ucv.ve/bitstream/10872/120/1/Tesis.pdf,thesis_pdf/63.pdf,False,ESCUELA DE INGENIERIA MECANICA,Escuela de Ingeniería Mecanica
9,31-May-2011,Diseño y construcción de un rotor de bomba centrífuga en el centro de mecanizado,"Silva P., Daniel J.",7.16 MB,http://saber.ucv.ve/handle/10872/49,http://saber.ucv.ve/bitstream/10872/49/1/DISE%c3%91O%20Y%20CONSTRUC-%20CI%c3%93N%20DE%20UN%20ROTOR%20DE%20BOMBA%20CENTR%c3%8dFUGA%20EN%20EL%20CENTRO%20DE%20MECANIZADO.pdf,thesis_pdf/9.pdf,False,Escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
95,20-Jun-2011,Criterios y técnicas de evaluación económica de propuestas de inversión en exploración y explotación de petróleo y gas natural,"Jiménez O., Juver J.",876.04 kB,http://saber.ucv.ve/handle/10872/172,http://saber.ucv.ve/bitstream/10872/172/1/tesis%20pdf.pdf,thesis_pdf/95.pdf,False,No school,None
116,22-Jun-2011,"Análisis técnico operacional para el uso de las unidades multipropósito en la rehabilitación de pozos del Distrito Sur, PDVSA Barinas","Maldonado S., Daniel A.",7.99 MB,http://saber.ucv.ve/handle/10872/189,http://saber.ucv.ve/bitstream/10872/189/1/TRABAJO%20ESPECIAL%20DE%20GRADO%20%28UMP%29.pdf,thesis_pdf/116.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
66,7-Jun-2011,Estudio del comportamiento ante el desgaste de los recubrimientos MoZrAlSiN depositados sobre un acero AISI 1045 mediante la técnica de PVD,"D’Alessandria P., Mariela C.",7.27 MB,http://saber.ucv.ve/handle/10872/117,http://saber.ucv.ve/bitstream/10872/117/1/Tesis%20D%27Alessandria.pdf,thesis_pdf/66.pdf,False,No school,None
15,31-May-2011,"Aplicación de la metodología vcd (visualización, conceptualización y definición) en la elaboración del programa de perforación del proyecto sle-2-01 del distrito Lagunillas de la división occidente de la unidad de negocio de producción de PDVSA EPM","Aguilar A., Víctor J.; Díaz P., Gabriel",7.4 MB,http://saber.ucv.ve/handle/10872/58,http://saber.ucv.ve/bitstream/10872/58/1/Trabajo%20Especial%20de%20Grado%20VJAA%20GDP.pdf,thesis_pdf/15.pdf,False,No school,None
101,20-Jun-2011,"Elaboración de un manual de de manejo, seguimiento y control de piezas críticas de turbinas a gas","Guzmán B., José E.",7.51 MB,http://saber.ucv.ve/handle/10872/157,http://saber.ucv.ve/bitstream/10872/157/1/MANUAL.PDF,thesis_pdf/101.pdf,False,Escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
112,22-Jun-2011,Obtención de registros sintéticos de pozo mediante el empleo de algoritmos de redes neuronales,"Mata A., Luis S.",7.55 MB,http://saber.ucv.ve/handle/10872/193,http://saber.ucv.ve/bitstream/10872/193/1/lsmata_TEG.pdf,thesis_pdf/112.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
134,23-Jun-2011,Diseño de planta experimental de desalinización solar para abastecer de agua potable a zonas rurales de la Guajira venezolana,"Pocaterra L., Javier E.",7.6 MB,http://saber.ucv.ve/handle/10872/210,http://saber.ucv.ve/bitstream/10872/210/1/Planta%20Desalinizadora%20Solar.pdf,thesis_pdf/134.pdf,False,No school,None
73,7-Jun-2011,Estudio de las rocas ígneas que afloran en la parte central de la cuenca de Falcón.,"Escorihuela, Nancy; Rondón, José",7.75 MB,http://saber.ucv.ve/handle/10872/123,http://saber.ucv.ve/bitstream/10872/123/1/TESIS.pdf,thesis_pdf/73.pdf,False,"ESCUELA DE GEOLOGIA, MINAS Y GEOFISICA","Escuela de Geología, Minas y Geofísica"
52,3-Jun-2011,Evaluación del sistema de manejo de fluidos en superficie para el área mayor de Socororo,"Busto, Trina I.; Zamora M., Oswaldo N.",7.77 MB,http://saber.ucv.ve/handle/10872/95,http://saber.ucv.ve/bitstream/10872/95/1/Tesis%20Acrobat.pdf,thesis_pdf/52.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
77,13-Jun-2011,"Estudio tectono-estratigráfico del borde septentrional de la cuenca de Barlovento, Estado Miranda: implicaciones neotectónicas","Espínola B., Ebelio J.; Ollarves V., Reinaldo J.",7.77 MB,http://saber.ucv.ve/handle/10872/126,http://saber.ucv.ve/bitstream/10872/126/1/Espinola%20%26%20Ollarves%20-%20Barlovento%20septentrional.pdf,thesis_pdf/77.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
152,20-Jul-2011,Deshidratación de alcoholes pentílicos sobre alumino-silicatos mesoporosos.,"Gandica, Yolimar",6.22 MB,http://saber.ucv.ve/handle/10872/312,http://saber.ucv.ve/bitstream/10872/312/1/T.E.G.%20Gandica%20Yolimar.pdf,thesis_pdf/152.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
187,30-Sep-2011,"Liderazgo de la enfermera en el cuidado de las adolescentes embarazas, controladas en la consulta prenatal de la Maternidad Concepción Palacios.","Álvarez, Thamara",713.18 kB,http://saber.ucv.ve/handle/10872/322,http://saber.ucv.ve/bitstream/10872/322/1/Tesis%20Liderazgo%20%20de%20la%20enfermera%20%28Thamara%29%20V.%20Final.pdf,thesis_pdf/187.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
186,30-Sep-2011,"Conocimiento sobre autocuidado presente en los pacientes con diábetes tipo 1 que asisten a la consulta de medicina interna del Hospital 'Dr. Domingo Luciani', primer semestre de 2005","Alzuru, Luzmar; Veliz, Yasmira; Weffer, Marsonia",729.28 kB,http://saber.ucv.ve/handle/10872/350,http://saber.ucv.ve/bitstream/10872/350/1/Tesis%20Conocimientos%20sobre%20autocuidado%20en%20diabetes.pdf,thesis_pdf/186.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
143,23-Jun-2011,"Influencia de la relación de fases en el desempeño fluidodinámico de una columna rellena con empaque estructurado SMVP, con dirección de transferencia de masa de la fase continua a la fase dispersa","Riccelli De P., Roberto D.; Zghun T., Angela M.",989.02 kB,http://saber.ucv.ve/handle/10872/220,http://saber.ucv.ve/bitstream/10872/220/1/Extracci%c3%b3n%20L-L.pdf,thesis_pdf/143.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
174,30-Sep-2011,Conocimiento que posee el técnico superior en enfermería en la atención del adulto politraumatizado a nivel pre-hospitalario,"Asuf, Yazdani; Bastidas, Jeniffer; López, Claudia",755.6 kB,http://saber.ucv.ve/handle/10872/323,http://saber.ucv.ve/bitstream/10872/323/1/atencion%20prehospitalario.pdf,thesis_pdf/174.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
197,30-Sep-2011,Programa educativo de prevención de osteoporosis dirigido a los usuarios que asisten a la consulta de reumatología del Hospital Universitario “Dr. Manuel Núñez Tovar “. En el tercer trimestre del año 2005. Maturín – Estado Monagas,"Bolívar, María; Bolívar, Mirna",798.61 kB,http://saber.ucv.ve/handle/10872/355,http://saber.ucv.ve/bitstream/10872/355/1/Tesis%20Prevenci%c3%b3n%20de%20osteoporosis%20-%20Matur%c3%adn.pdf,thesis_pdf/197.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
138,23-Jun-2011,Aplicación de técnicas especiales de control y seguimiento de yacimientos para el diagnóstico del área de Jobo asignado a PetroUDO,"Cabello Solís, Tania M.; Wills López, Violeta C.",8.43 MB,http://saber.ucv.ve/handle/10872/236,http://saber.ucv.ve/bitstream/10872/236/1/TESIS%20Tania%20y%20Violeta.pdf,thesis_pdf/138.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
57,3-Jun-2011,"Estratigrafía secuencial y sedimentología de las facies turbidíticas del flysch eoceno de la isla de Margarita, Edo. Nueva Esparta, Venezuela","Campos S., Corina; Guzmán G., Oswaldo",8.53 MB,http://saber.ucv.ve/handle/10872/99,http://saber.ucv.ve/bitstream/10872/99/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,thesis_pdf/57.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
35,1-Jun-2011,Evaluación del sistema de agua de enfriamiento de una planta de alquilación.,"Autuori E., Rosa G.; Meza J., Reinerio J.",8.73 MB,http://saber.ucv.ve/handle/10872/67,http://saber.ucv.ve/bitstream/10872/67/1/Tesis.pdf,thesis_pdf/35.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
121,22-Jun-2011,Diseño de una base de datos y software como insumo para el manual de ingeniería de producción de la Escuela de Petróleo de la Universidad Central de Venezuela: Fase II,"Pérez H., Juan J.; Vega A., Felix E.",8.91 MB,http://saber.ucv.ve/handle/10872/204,http://saber.ucv.ve/bitstream/10872/204/1/DISE%c3%91O1.PDF,thesis_pdf/121.pdf,False,Escuela de Ingenieria de petroleo,Escuela de Ingeniería de Petroleo
148,28-Jun-2011,Estandarización de tuberías de línea y de procesos en la industria petrolera nacional,"Ferrer C., Joel A.",818.4 kB,http://saber.ucv.ve/handle/10872/308,http://saber.ucv.ve/bitstream/10872/308/1/Estandarizaci%c3%b3n%20de%20Tuber%c3%adas%20de%20L%c3%adnea%20y%20de%20Procesos%20en%20la%20Ind.pdf,thesis_pdf/148.pdf,False,Escuela de Ingenieria Mecanica,Escuela de Ingeniería Mecanica
111,22-Jun-2011,"Estilos estructurales de un área ubicada al sur de Maturín, Edo. Monagas","Paredes M., Ana L.",84.35 MB,http://saber.ucv.ve/handle/10872/201,http://saber.ucv.ve/bitstream/10872/201/1/TESIS%20ANA%20PAREDES%20MENDEZ.pdf,thesis_pdf/111.pdf,False,"Escuela de Geologia, Minas y Geofisica","Escuela de Geología, Minas y Geofísica"
11,31-May-2011,Diseño computarizado de intercambiadores de calor bajo ambiente Windows (parteII),"Abdalah B., Mickael",860.19 kB,http://saber.ucv.ve/handle/10872/55,http://saber.ucv.ve/bitstream/10872/55/1/Tesis%20II.pdf,thesis_pdf/11.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
43,3-Jun-2011,"Construcción de modelos geoestadísticos a escala centimétrica de facies heterolíticas, en las secciones informales C1 Y C2 de la formación oficina, Campo San Diego, Zuata (Edo. Anzoátegui)","Calderón V., Erick M.",9.04 MB,http://saber.ucv.ve/handle/10872/98,http://saber.ucv.ve/bitstream/10872/98/1/Tesis_Final.pdf,thesis_pdf/43.pdf,False,No school,None
190,30-Sep-2011,"Conocimiento de las adolescentes sobre la planificación familia y su acción contra el aborto, área obstétrica, Hospital Instituto Venezolano del Seguro Social (IVSS), Maracay-Estado Aragua, 2do. Semestre 2005","Zea G., Lilian J.",725.34 kB,http://saber.ucv.ve/handle/10872/348,http://saber.ucv.ve/bitstream/10872/348/1/Tesis.pdf,thesis_pdf/190.pdf,False,No school,None
84,15-Jun-2011,"Estudio técnico-económico de las completaciones: hoyo entubado con empaque con grava, hoyo entubado con fracturas altamente conductivas (F.A.C.) y hoyo abierto ampliado con empaque con grava, para los pozos SOC-3 Y SOC-5 del campo Socororo, área mayor de Socororo.","Fonseca P., Félix E.",9.1 MB,http://saber.ucv.ve/handle/10872/134,http://saber.ucv.ve/bitstream/10872/134/1/Tesis.pdf,thesis_pdf/84.pdf,False,ESCUELA DE INGENIERIA DE PETROLEO,Escuela de Ingeniería de Petroleo
93,20-Jun-2011,Estudio de factibilidad y modalidades para la inyección continua de vapor en el yacimiento Bachaquero-02,"León E., Daniel",9.37 MB,http://saber.ucv.ve/handle/10872/174,http://saber.ucv.ve/bitstream/10872/174/1/TEG_DanielLeon.pdf,thesis_pdf/93.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
133,23-Jun-2011,Prevención de la formación de hidratos de gas en gasoductos,"Ponce V., Elio M.",9.53 MB,http://saber.ucv.ve/handle/10872/211,http://saber.ucv.ve/bitstream/10872/211/1/Tesis.pdf,thesis_pdf/133.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
109,22-Jun-2011,Aplicación de la metodología VCD (visualización conceptualización y definición) en la elaboración del programa de perforación de un pozo de la localización CS-54 del campo Guafita de la unidad explotación Apure del distrito sur de PDVSA,"Patiño P., José L.; Pérez P., Salvador de J.",9.81 MB,http://saber.ucv.ve/handle/10872/202,http://saber.ucv.ve/bitstream/10872/202/1/Trabajo%20Especial%20de%20Grado.pdf,thesis_pdf/109.pdf,False,Escuela de Ingenieria de Petroleo,Escuela de Ingeniería de Petroleo
188,30-Sep-2011,"Cuidados de enfermería en adolescentes embarazadas que acuden a la consulta prenatal del Hospital tipo 1 Temblador, durante el primer trimestre del año 2006","Farias, Nilses; Pájaro, Dora",947.33 kB,http://saber.ucv.ve/handle/10872/363,http://saber.ucv.ve/bitstream/10872/363/1/Tesis%20Cuidado%20de%20enfermer%c3%ada%20que%20reciben%20las%20adoles.%20embar.%20.pdf,thesis_pdf/188.pdf,False,ESCUELA DE ENFERMERIA,Escuela de Enfermería
149,28-Jun-2011,Simulación de reactores de producción de polietileno en suspensión,"Fusco G., Giovanna M.",973.61 kB,http://saber.ucv.ve/handle/10872/309,http://saber.ucv.ve/bitstream/10872/309/1/T.E.G.%20Fusco%20G.M..pdf,thesis_pdf/149.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
80,15-Jun-2011,"Modificación de la sección de despojamiento de la torre de vacío T-100X de la planta de destilación de vacío (PVAY-2), del centro de refinación Paraguaná – Amuay","Guevara U., Gabriela",980.79 kB,http://saber.ucv.ve/handle/10872/139,http://saber.ucv.ve/bitstream/10872/139/1/Tesis.pdf,thesis_pdf/80.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
105,22-Jun-2011,Determinación del perfil de carga óptimo para baterías automotrices de plomo-ácido destinadas a ensayos de prototipos,"Niño S., Denis B.",982.67 kB,http://saber.ucv.ve/handle/10872/198,http://saber.ucv.ve/bitstream/10872/198/1/TEG.pdf,thesis_pdf/105.pdf,False,Escuela de Ingenieria Quimica,Escuela de Ingeniería Química
7,27-May-2011,"La producción de conocimiento : un análisis métrico en el programa de investigación y desarollo del IDEC-FAU-UCV, 2008.","Adrian Mogollón, Julia; Echezuria Perozo, Jorge E.; Valero Goncalves, Yusmary L.",995.92 kB,http://saber.ucv.ve/handle/10872/29,http://saber.ucv.ve/bitstream/10872/29/1/TL-EBA_oct2008_A3.pdf,thesis_pdf/7.pdf,False,ESCUELA DE BIBLIOTECOLOGIA Y ARCHIVOLOGIA,Escuela de Bibliotecología y Archivología
