index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex,thesis_tutor,path_txt
2791,13-Nov-2014,Desarrollo de una Aplicación Web para la automatización de la Unidad de Servicio Comunitario de la Facultad de Ciencias,"Simón, Mariana; Mata, Jesús",3.52 MB,http://saber.ucv.ve/handle/10872/7618,http://saber.ucv.ve/bitstream/10872/7618/1/Tesis%20Sim%c3%b3n-Mata.pdf,,thesis_pdf_all/2791.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jossie Zambrano,thesis_txt/2791.txt
2792,17-Nov-2014,Solución móvil para gestión de despachos usando códigos QR,"Escalona, Fernando E.",3.01 MB,http://saber.ucv.ve/handle/10872/7646,http://saber.ucv.ve/bitstream/10872/7646/1/Tesis%20Fernando%20Eli%c3%a9zer%20Escalona%20Mendoza.pdf,,thesis_pdf_all/2792.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Leal,thesis_txt/2792.txt
2793,17-Nov-2014,Generador de marcos de trabajo para la gestión de proyectos de informática,"Rodríguez, Cesar E.; Prato, Javier E.",4.15 MB,http://saber.ucv.ve/handle/10872/7635,http://saber.ucv.ve/bitstream/10872/7635/1/Tesis%20Rodr%c3%adguez-Prato.pdf,,thesis_pdf_all/2793.pdf,True,True,False,escuela de computacion,Escuela de Computación,Fernando Martinez,thesis_txt/2793.txt
2794,17-Nov-2014,Desarrollo de un Sistema de Información Geográfica (SIG) para la Dirección de Catastro de la Alcaldía del Municipio Bolivariano Libertador,"Gorri, Adriana C.; Barragán, Gonzalo A.",5.5 MB,http://saber.ucv.ve/handle/10872/7637,http://saber.ucv.ve/bitstream/10872/7637/1/Tesis%20Gorri-Barrag%c3%a1n.pdf,,thesis_pdf_all/2794.pdf,True,True,False,escuela de computacion,Escuela de Computación,Alberto Nichols,thesis_txt/2794.txt
2795,17-Nov-2014,Integración del Repositorio de AMBAR con el Repositorio de Metadata a través de la Capa de Servicios,"Quintero, Joseline A.",3.11 MB,http://saber.ucv.ve/handle/10872/7639,http://saber.ucv.ve/bitstream/10872/7639/1/Tesis%20Quintero%20Sanella%2c%20Joseline%20Adriana.pdf,,thesis_pdf_all/2795.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez,thesis_txt/2795.txt
2827,21-Nov-2014,Genci II Gestor de Contenido Modular Para la Coordinación de Investigación De la Facultad de Ciencias de la UCV,"Olivares, Carlos",4.25 MB,http://saber.ucv.ve/handle/10872/7697,http://saber.ucv.ve/bitstream/10872/7697/1/Tesis%20Carlos%20Olivares.pdf,,thesis_pdf_all/2827.pdf,True,True,False,escuela de computacion,Escuela de Computación,Mercy Ospina,thesis_txt/2827.txt
2829,21-Nov-2014,Sistema de información para la gestión de problemas en una gerencia de programas de soluciones de tecnologías de información,"Mayora, Alex R.",7.79 MB,http://saber.ucv.ve/handle/10872/7698,http://saber.ucv.ve/bitstream/10872/7698/1/Tesis%20Mayora%20B.%20Alex%20R..pdf,,thesis_pdf_all/2829.pdf,True,True,False,escuela de computacion,Escuela de Computación,Bonillo,thesis_txt/2829.txt
2876,2-Dec-2014,"Rediseño de la aplicación Web para la divulgación de la oferta académica y servicios generales en línea del Programa de Cooperación Interfacultades (PCI), U.C.V., siguiendo el workflow propuesto por Emily Cotler y Kelly Goto","Rangel, Domingo",1.8 MB,http://saber.ucv.ve/handle/10872/7829,http://saber.ucv.ve/bitstream/10872/7829/1/Rangel%20Domingo.pdf,,thesis_pdf_all/2876.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jose Morales,thesis_txt/2876.txt
2877,2-Dec-2014,Sistema  de Gestión de Contenido para la Gerencia de Proyectos en Venezuela,"Gruber, María G.",6.16 MB,http://saber.ucv.ve/handle/10872/7827,http://saber.ucv.ve/bitstream/10872/7827/1/Tesis%20Mar%c3%ada%20G.%20Gruber.pdf,,thesis_pdf_all/2877.pdf,True,True,False,escuela de computacion,Escuela de Computación,Concettina ernando M,thesis_txt/2877.txt
2878,2-Dec-2014,Aplicación de la minería de datos para la clasificación de la morfología de espermatozoides humanos,"Martínez, Alexander J.",792.5 kB,http://saber.ucv.ve/handle/10872/7831,http://saber.ucv.ve/bitstream/10872/7831/1/Tesis%20Alexander%20Jos%c3%a9%20Mart%c3%adnez%20Zambrano.pdf,,thesis_pdf_all/2878.pdf,True,True,False,escuela de computacion,Escuela de Computación,Haydemar NunezProf,thesis_txt/2878.txt
2879,2-Dec-2014,Desarrollo de un módulo para la gestión de los medios de divulgación referentes al acto de grado de la Facultad de Ciencias de la UCV,"Delgado, Gustavo A.; Delgado, Miguel A.",3.37 MB,http://saber.ucv.ve/handle/10872/7838,http://saber.ucv.ve/bitstream/10872/7838/1/Tesis%20Delgado-Delgado.pdf,,thesis_pdf_all/2879.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio Rivas,thesis_txt/2879.txt
2902,8-Dec-2014,Sistema de Información para la Planificación Estratégica de Tecnología de Información y Comunicación,"Figuera, Salvador E.",1.52 MB,http://saber.ucv.ve/handle/10872/7895,http://saber.ucv.ve/bitstream/10872/7895/1/Tesis%20Figuera%20S.%20Salvador%20E..pdf,,thesis_pdf_all/2902.pdf,True,True,False,escuela de computacion,Escuela de Computación,Bonillo PedroCaracas,thesis_txt/2902.txt
2918,10-Dec-2014,Prototipo de herramienta para el desarrollo de aplicaciones basadas en lógica difusa,"O’Callaghan, Patricia",2.47 MB,http://saber.ucv.ve/handle/10872/7928,http://saber.ucv.ve/bitstream/10872/7928/1/Tesis%20Patricia%20O%e2%80%99Callaghan%20Olivo.pdf,,thesis_pdf_all/2918.pdf,True,True,False,escuela de computacion,Escuela de Computación,Haydemar Nunez,thesis_txt/2918.txt
2892,4-Dec-2014,Sistema de información para el manejo de correspondencia y puntos de cuenta,"Ruiz, Oscar E.; Corredor, Neldy E.",3.05 MB,http://saber.ucv.ve/handle/10872/7853,http://saber.ucv.ve/bitstream/10872/7853/1/Tesis%20Ruiz-Corredor.pdf,,thesis_pdf_all/2892.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rangel,thesis_txt/2892.txt
2893,4-Dec-2014,Desarrollo del Proceso de Gestión Empresarial  “Time Report” mediante la implementación de metodología BPM y la utilización de Oracle BPM Studio,"Maiz, Edwin J.; Carpio, Luís L.",3.75 MB,http://saber.ucv.ve/handle/10872/7856,http://saber.ucv.ve/bitstream/10872/7856/1/Tesis%20Maiz-Carpio.pdf,,thesis_pdf_all/2893.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Silva,thesis_txt/2893.txt
2898,8-Dec-2014,Desarrollo de un sistema de información colaborativo para el control de visitas médicas,"Oviedo, Marcel R.",4.97 MB,http://saber.ucv.ve/handle/10872/7891,http://saber.ucv.ve/bitstream/10872/7891/1/Tesis%20Marcel%20Oviedo.pdf,,thesis_pdf_all/2898.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Carballo Barrera,thesis_txt/2898.txt
2900,8-Dec-2014,Desarrollo de un sistema de gestión escolar usando elementos de aplicaciones web enriquecidas,"Carvajal, Samuel O.",2.27 MB,http://saber.ucv.ve/handle/10872/7893,http://saber.ucv.ve/bitstream/10872/7893/1/Tesis%20Samuel%20O.%20Carvajal%20M..pdf,,thesis_pdf_all/2900.pdf,True,True,False,escuela de computacion,Escuela de Computación,Andres Castro,thesis_txt/2900.txt
2901,8-Dec-2014,Sistema Control de Solicitudes para Peticiones Tecnológicas por parte del Campus Universitario de la UCV.,"Nieves, Daniel A.; Rojas, Adrialys J.",4.5 MB,http://saber.ucv.ve/handle/10872/7894,http://saber.ucv.ve/bitstream/10872/7894/1/Tesis%20Nieves-Rojas.pdf,,thesis_pdf_all/2901.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Machado,thesis_txt/2901.txt
2903,8-Dec-2014,"Prototipo para un Archivo de Documentos Digitales provenientes de la Web. Modulo de Control, Almacenamiento Estructurado Spiders y Plataforma Cloud Computing","De Almada, Cindy; Chai, Frederick",3.09 MB,http://saber.ucv.ve/handle/10872/7896,http://saber.ucv.ve/bitstream/10872/7896/1/Tesis%20De%20Almada-Chai.pdf,,thesis_pdf_all/2903.pdf,True,True,False,escuela de computacion,Escuela de Computación,Andres Sanoja,thesis_txt/2903.txt
2919,10-Dec-2014,Herramienta de apoyo para la formulación de proyectos socio-productivos comunales,"Rivero, Gustavo A.",1.53 MB,http://saber.ucv.ve/handle/10872/7927,http://saber.ucv.ve/bitstream/10872/7927/1/Tesis%20Gustavo%20Adolfo%20Rivero%20Casta%c3%b1eda.pdf,,thesis_pdf_all/2919.pdf,True,True,False,escuela de computacion,Escuela de Computación,Claudia LeonCaracas,thesis_txt/2919.txt
2906,8-Dec-2014,Desarrollo de una solución analítica para la administración de las relaciones con los clientes,"Ávila, Ángela M.",7.08 MB,http://saber.ucv.ve/handle/10872/7880,http://saber.ucv.ve/bitstream/10872/7880/1/Tesis%20%c3%81vila%2c%20%c3%81ngela%20M..pdf,,thesis_pdf_all/2906.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rangel,thesis_txt/2906.txt
2907,9-Dec-2014,Reingeniería de los módulos de servicio Estudiante y Docente del Sistema Legacy IBM AS/400 para permitir su acceso vía Web,"Sánchez, Lahiri L.",4.34 MB,http://saber.ucv.ve/handle/10872/7917,http://saber.ucv.ve/bitstream/10872/7917/1/Tesis%20Lahiri%20L.%20S%c3%a1nchez%20T..pdf,,thesis_pdf_all/2907.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eliezer Correa Guzman,thesis_txt/2907.txt
2908,9-Dec-2014,Evaluación de frameworks web usando técnicas de medición de rendimiento y métricas de software aplicadas sobre componentes del módulo de administración del servicio comunitario. Caso de estudio: Java Server Faces y Struts 2,"Laya, Franklin; Ramos, Jonathan",2.03 MB,http://saber.ucv.ve/handle/10872/7910,http://saber.ucv.ve/bitstream/10872/7910/1/Tesis%20Laya-Ramos.pdf,,thesis_pdf_all/2908.pdf,True,True,False,escuela de computacion,Escuela de Computación,Andres SanojaCaracas,thesis_txt/2908.txt
2910,9-Dec-2014,Diseño e Implementación de un Servicio de E-mail Aunado a Técnicas Antispam y Basado en Software de Dominio Público,"Blanco, Eugenio A.; Cedeño, William J.",2.62 MB,http://saber.ucv.ve/handle/10872/7914,http://saber.ucv.ve/bitstream/10872/7914/1/Tesis%20Blanco-Cede%c3%b1o.pdf,,thesis_pdf_all/2910.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric GamessCaracas,thesis_txt/2910.txt
2914,10-Dec-2014,Sistema de información para la medición y análisis de la presencia de información en los medios de comunicación (aplicación: medios impresos),"Hernández, David S.; Poleo, Atnorys T.",4.36 MB,http://saber.ucv.ve/handle/10872/7924,http://saber.ucv.ve/bitstream/10872/7924/1/Tesis%20Hern%c3%a1ndez-Poleo..pdf,,thesis_pdf_all/2914.pdf,True,True,False,escuela de computacion,Escuela de Computación,Francisco Mirabal,thesis_txt/2914.txt
2920,10-Dec-2014,Prototipo de aplicación para la automatización de una fuerza de ventas,"Rodríguez, Joana; Villarroel, Gerardo A.",2.57 MB,http://saber.ucv.ve/handle/10872/7918,http://saber.ucv.ve/bitstream/10872/7918/1/Tesis%20Rodr%c3%adguez-Villarroel.pdf,,thesis_pdf_all/2920.pdf,True,True,False,escuela de computacion,Escuela de Computación,Robinson Rivas,thesis_txt/2920.txt
2921,10-Dec-2014,Diseño de un instrumento para evaluar software especializado en manejo de datos de energía eólica.,"Alfonzo, Marvin; González, Vanessa",1.38 MB,http://saber.ucv.ve/handle/10872/7919,http://saber.ucv.ve/bitstream/10872/7919/1/Tesis%20Alfonzo-Gonz%c3%a1lez.pdf,,thesis_pdf_all/2921.pdf,True,True,False,escuela de computacion,Escuela de Computación,Joali Moreno,thesis_txt/2921.txt
2916,10-Dec-2014,Ambiente informático de trabajo colaborativo para la administración y control de proyectos de alfabetización tecnológica,"Avila, Gustavo",2.06 MB,http://saber.ucv.ve/handle/10872/7922,http://saber.ucv.ve/bitstream/10872/7922/1/Tesis%20Gustavo%20Avila%20Vera.pdf,,thesis_pdf_all/2916.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Y Carballo Barrera,thesis_txt/2916.txt
2847,27-Nov-2014,"Desarrollo de una Aplicación Web para la Biblioteca Alonso Gamero que permita el almacenamiento, gestión y búsqueda de la Producción Intelectual de la Facultad de Ciencias de la Universidad Central de Venezuela","Bolívar, Juan C.; Páez, César A.",1.99 MB,http://saber.ucv.ve/handle/10872/7759,http://saber.ucv.ve/bitstream/10872/7759/1/Tesis%20Bol%c3%advar-P%c3%a1ez.pdf,,thesis_pdf_all/2847.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ospina Mercy,thesis_txt/2847.txt
2849,27-Nov-2014,Implementación de un modelo de datos para el manejo de información de los empleados de organismos públicos basado en las competencias laborales,"Álvarez, Yoharlyn; Bermúdez, Danimir",1.94 MB,http://saber.ucv.ve/handle/10872/7763,http://saber.ucv.ve/bitstream/10872/7763/1/Tesis%20%c3%81lvarez-Berm%c3%badez.pdf,,thesis_pdf_all/2849.pdf,True,True,False,escuela de computacion,Escuela de Computación,Nora Montano,thesis_txt/2849.txt
3214,12-May-2015,Segmentación multicanal de tumores  cerebrales en imagenología de  resonancia magnética con autómatas celulares paralelizados en gpu,"Rueda, Antonio",3.97 MB,http://saber.ucv.ve/handle/10872/9225,http://saber.ucv.ve/bitstream/10872/9225/1/Tesis%20Antonio%20Rueda.pdf,,thesis_pdf_all/3214.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rhadames Carmona,thesis_txt/3214.txt
2768,7-Nov-2014,RUBRICARTE: Una herramienta para evaluación de aprendizajes a través de rúbricas.,"Fernández, María G.",2.84 MB,http://saber.ucv.ve/handle/10872/7573,http://saber.ucv.ve/bitstream/10872/7573/1/Tesis%20Mar%c3%ada%20Gracia%20Fern%c3%a1ndez%20Garc%c3%ada.pdf,,thesis_pdf_all/2768.pdf,True,True,False,escuela de computacion,Escuela de Computación,Nora Montano,thesis_txt/2768.txt
3124,27-Apr-2015,Automatización de las guías de diseño del ambiente de desarrollo del sistema CONEST,"Camico, Froiransi V.",9.23 MB,http://saber.ucv.ve/handle/10872/9001,http://saber.ucv.ve/bitstream/10872/9001/1/Tesis%20Froiransi%20Ver%c3%b3nica%20Camico%20Zambrano.pdf,,thesis_pdf_all/3124.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio RivasCaracas,thesis_txt/3124.txt
2850,27-Nov-2014,Una herramienta basada en tecnología Palm Pilot para el Sistema Industrial de Crédito: Análisis de Factibilidad y Diseño de una Interfaz de comunicación,"Gascón, Angel E.",876.68 kB,http://saber.ucv.ve/handle/10872/7764,http://saber.ucv.ve/bitstream/10872/7764/1/Tesis%20Angel%20Gasc%c3%b3n.pdf,,thesis_pdf_all/2850.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rina Suros,thesis_txt/2850.txt
2851,27-Nov-2014,Instanciación de una solución ERP código abierto para el sector Salud - Ambulatorio.,"Figueredo, Adriana",4.43 MB,http://saber.ucv.ve/handle/10872/7765,http://saber.ucv.ve/bitstream/10872/7765/1/Tesis%20Adriana%20Figueredo.pdf,,thesis_pdf_all/2851.pdf,True,True,False,escuela de computacion,Escuela de Computación,Wuilfredo Rangel,thesis_txt/2851.txt
2854,28-Nov-2014,Sistema de autentificación sigilosa con terminal de administración,"Romestant, Charles M.",1.21 MB,http://saber.ucv.ve/handle/10872/7766,http://saber.ucv.ve/bitstream/10872/7766/1/Tesis%20Charles%20M.%20Romestant%20F..pdf,,thesis_pdf_all/2854.pdf,True,True,False,escuela de computacion,Escuela de Computación,Walter J Hernandez,thesis_txt/2854.txt
2828,21-Nov-2014,Análisis e Implementación de un Esquema Básico de Seguridad Usando Software Libre,"Vega, Huáscar I.",3.15 MB,http://saber.ucv.ve/handle/10872/7700,http://saber.ucv.ve/bitstream/10872/7700/1/Tesis%20Hu%c3%a1scar%20Iv%c3%a1n%20Vega%20Ledo.pdf,,thesis_pdf_all/2828.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric Gamess,thesis_txt/2828.txt
3303,25-May-2015,Desarrollo de un Motor de Búsquedas para la recuperación de documentos académicos de la Facultad de Ciencias,"Guevara, José R.",7.57 MB,http://saber.ucv.ve/handle/10872/9418,http://saber.ucv.ve/bitstream/10872/9418/1/Tesis%20Jos%c3%a9%20Rafael%20Guevara%20Salazar.pdf,,thesis_pdf_all/3303.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio RivasCaracas,thesis_txt/3303.txt
3308,25-May-2015,Desarrollo de un prototipo de sistema de inventario y manejo de historias médicas físicas,"Alves Castillo, João C.",3.94 MB,http://saber.ucv.ve/handle/10872/9428,http://saber.ucv.ve/bitstream/10872/9428/1/Tesis%20Jo%c3%a3o%20C.%20Alves%20Castillo.pdf,,thesis_pdf_all/3308.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Y Carballo Barrera,thesis_txt/3308.txt
3270,20-May-2015,Una solución para la rehabilitación física de pacientes con discapacidades en los miembros superiores empleando realidad virtual,"Moreno, Francisco J.; Ojeda, Jordan B.",5.4 MB,http://saber.ucv.ve/handle/10872/9326,http://saber.ucv.ve/bitstream/10872/9326/1/Tesis%20Moreno-Ojedad.pdf,,thesis_pdf_all/3270.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ramirez Jacobo,thesis_txt/3270.txt
3276,20-May-2015,Propuesta de un Conjunto de Benchmarks para Evaluar el Desempeño de Simuladores de Red en el Área de Redes Vehiculares,"Acosta, Larry R.; Hernández, Darwing A.",10.45 MB,http://saber.ucv.ve/handle/10872/9331,http://saber.ucv.ve/bitstream/10872/9331/1/Tesis%20Acosta-Hern%c3%a1ndez.pdf,,thesis_pdf_all/3276.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric Gamess,thesis_txt/3276.txt
3279,21-May-2015,Diseño e Implementación de una Estrategia Basada en las Mejores Prácticas para la Virtualización de Servidores de una Organización,"Medina, Freddy",2.64 MB,http://saber.ucv.ve/handle/10872/9344,http://saber.ucv.ve/bitstream/10872/9344/1/Tesis%20Freddy%20Medina%20Majetic.pdf,,thesis_pdf_all/3279.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria E Villapol,thesis_txt/3279.txt
3281,21-May-2015,Simulación del desagüe de agua de lluvia en un sistema de techos utilizando PhysX,"Urdaneta, Adriana D.",2.7 MB,http://saber.ucv.ve/handle/10872/9346,http://saber.ucv.ve/bitstream/10872/9346/1/Tesis%20Adriana%20Desir%c3%a9e%20Urdaneta%20Medina.pdf,,thesis_pdf_all/3281.pdf,True,True,False,escuela de computacion,Escuela de Computación,Ernesto Coto,thesis_txt/3281.txt
3285,22-May-2015,“Desarrollo de una Aplicación Web para la Captura y Visualización de Datos Obtenidos de Múltiples Monitores Cardíacos Utilizando Bluetooth 4.0”,"De Sousa, Edward D.; Pérez, Diego A.",2.01 MB,http://saber.ucv.ve/handle/10872/9372,http://saber.ucv.ve/bitstream/10872/9372/1/Tesis%20De%20Sousa-P%c3%a9rez.pdf,,thesis_pdf_all/3285.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria E Villapol,thesis_txt/3285.txt
3435,18-Jun-2015,"Desarrollo del módulo de elaboración, presentación en línea y corrección automática de la evaluación instrumental de idiomas a los estudiantes de postgrado por parte de la Escuela de Idiomas Modernos de la UCV.","Escobar, Nestor L.",3.83 MB,http://saber.ucv.ve/handle/10872/10126,http://saber.ucv.ve/bitstream/10872/10126/1/Tesis%20Escobar%20Lugo%20Nestor%20Leonel.pdf,,thesis_pdf_all/3435.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio Rivas,thesis_txt/3435.txt
3497,9-Jul-2015,Diseño y desarrollo de una aplicación móvil para georeferenciar sitios de interés,"Escalona, Andrew D.",2.43 MB,http://saber.ucv.ve/handle/10872/10934,http://saber.ucv.ve/bitstream/10872/10934/1/Tesis%20Andrew%20Davis%20Escalona.pdf,,thesis_pdf_all/3497.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Leal,thesis_txt/3497.txt
3472,26-Jun-2015,Diseño e Implementación de un Dispositivo que Soporta la Comunicación entre Vehículos Conectados vía una VANET,"Moreno, Jackson; Herrera, José",1.05 MB,http://saber.ucv.ve/handle/10872/10531,http://saber.ucv.ve/bitstream/10872/10531/1/Tesis%20Moreno-Herrera.pdf,,thesis_pdf_all/3472.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol,thesis_txt/3472.txt
4242,19-Feb-2016,Recurso educativo abierto basado en simulaciones de vectores y movimiento en 2d para física general,"Gil Gómez, Alejandro",85.44 kB,http://saber.ucv.ve/handle/10872/13375,http://saber.ucv.ve/bitstream/10872/13375/1/PORTADA%20TEG.pdf,,thesis_pdf_all/4242.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez,thesis_txt/4242.txt
3674,24-Sep-2015,Desarrollo de una Aplicación para la Captura del Tráfico Vehicular de Caracas Usando Teléfonos Inteligentes (Smartphones) con Sistema Operativo Android,"Mendoza, German E.; Arismendi, Julio C.",3.3 MB,http://saber.ucv.ve/handle/10872/11986,http://saber.ucv.ve/bitstream/10872/11986/1/Tesis%20Mendoza-Arismendi.pdf,,thesis_pdf_all/3674.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria Elena Villapol,thesis_txt/3674.txt
3635,17-Sep-2015,“Desarrollo de un Sistema de Control de Libros para la Biblioteca del Centro Educativo de la Asociación de Profesores de la Universidad Central de Venezuela (CEAPUCV) Utilizando la Tecnología de Identificación por Radiofrecuencia (RFID)”,"Caricote, Rafael A.; Yépez, Zaira M.",6.22 MB,http://saber.ucv.ve/handle/10872/11839,http://saber.ucv.ve/bitstream/10872/11839/1/Tesis%20Caricote-Y%c3%a9pez.pdf,,thesis_pdf_all/3635.pdf,True,True,False,escuela de computacion,Escuela de Computación,Maria E Villapol,thesis_txt/3635.txt
3638,22-Sep-2015,Creación de un almacén de datos para apoyar los procesos operacionales ejecutados por el área de Crédito de una empresa automotriz.,"Macovei, Luis C.",4.5 MB,http://saber.ucv.ve/handle/10872/11921,http://saber.ucv.ve/bitstream/10872/11921/1/Tesis%20Macovei%20R.%20Luis%20C..pdf,,thesis_pdf_all/3638.pdf,True,True,False,escuela de computacion,Escuela de Computación,Paola Saputelli,thesis_txt/3638.txt
3847,16-Oct-2015,Biblioteca para la administración de redes basadas en tcp/ip mediante la utilización del protocolo snmp v1/v2c para el lenguaje de programación php,"Camero, Joselyn C.; Uzcátegui J., Laura A.",1.62 MB,http://saber.ucv.ve/handle/10872/12306,http://saber.ucv.ve/bitstream/10872/12306/1/tesis%20Camero-Uzc%c3%a1tegui.pdf,,thesis_pdf_all/3847.pdf,True,True,False,escuela de computacion,Escuela de Computación,Eric Gamess,thesis_txt/3847.txt
3848,16-Oct-2015,Desarrollo de un Módulo de generación de reportes para el sistema CONEST de la Facultad de Ciencias,"Márquez C., María E.; Fernández P., Wilmer A.",35.09 MB,http://saber.ucv.ve/handle/10872/12305,http://saber.ucv.ve/bitstream/10872/12305/1/Tesis%20M%c3%a1rquez-Fern%c3%a1ndez.pdf,,thesis_pdf_all/3848.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio RivasCaracas,thesis_txt/3848.txt
3902,2-Nov-2015,Desarrollo de indicadores de gestión para el seguimiento de la Planificación de Proyectos utilizando una plataforma de Inteligencia de Negocios.,"Vásquez C., Fernando R.",3.37 MB,http://saber.ucv.ve/handle/10872/12564,http://saber.ucv.ve/bitstream/10872/12564/1/TEG%20Fernando%20Rafael%20V%c3%a1squez%20Castellano.pdf,,thesis_pdf_all/3902.pdf,True,True,False,escuela de computacion,Escuela de Computación,Franky Uzcategui,thesis_txt/3902.txt
3883,27-Oct-2015,Gestor de Objetos de Aprendizaje de Contenidos Abiertos de Tipo Práctico para el Apoyo a la Asignatura Algoritmos y Programación.,"Osner, Guillermo",1.6 MB,http://saber.ucv.ve/handle/10872/12442,http://saber.ucv.ve/bitstream/10872/12442/1/TEG%20Osner%20Rebete%20Guillermo.pdf,,thesis_pdf_all/3883.pdf,True,True,False,escuela de computacion,Escuela de Computación,Antonio Silva,thesis_txt/3883.txt
4239,19-Feb-2016,"Desarrollo de una aplicación web denominada ""proagil"" para automatizar actividades y artefactos de evaluación de usabilidad de indagación e inspección para procesos de desarrollo de software","Jimenez Garcilazo, Sandra Paola; Díaz Hernández, Jesús Aldemaro",3.71 MB,http://saber.ucv.ve/handle/10872/13378,http://saber.ucv.ve/bitstream/10872/13378/1/TEG%20-%20Sandra%20Jimenez%20y%20Jes%c3%bas%20Aldemaro%20D%c3%adaz%20Hern%c3%a1ndez.pdf,,thesis_pdf_all/4239.pdf,True,True,False,escuela de computacion,Escuela de Computación,Jossie Zambrano,thesis_txt/4239.txt
4236,19-Feb-2016,Desarrollo del módulo de admisión a los postgrados de la facultad de ciencias de la universidad central de Venezuela perteneciente al sistema de gestión académica conest postgrado,"Hernández Calderón, Susana Carolina; Pita Cangalaya, Juan Victor",5.18 MB,http://saber.ucv.ve/handle/10872/13372,http://saber.ucv.ve/bitstream/10872/13372/1/Tesis_Hernandez_Pita_last_impresion_tomo.pdf,,thesis_pdf_all/4236.pdf,True,True,False,escuela de computacion,Escuela de Computación,Sergio RivasCaracas,thesis_txt/4236.txt
4237,19-Feb-2016,Yo culinario: aplicación móvil para la gestión de recomendaciones gastronómicas a nivel mundial,"Moreno Correa, Eduardo José; Rojas Monzón, Hugo Javier",3.27 MB,http://saber.ucv.ve/handle/10872/13380,http://saber.ucv.ve/bitstream/10872/13380/1/TEG_EduardoMoreno%26Hugo_Rojas.pdf,,thesis_pdf_all/4237.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yusneyi Yasmira Carballo Barrera,thesis_txt/4237.txt
4238,19-Feb-2016,"Aplicación web para el proceso de registro, seguimiento, control y calidad del sistema de educación a distancia de la Universidad Central de Venezuela","Sebastiani Borrás, Carlos Gabriel; Zapata Vallenilla, Eduardo Luis",8.66 MB,http://saber.ucv.ve/handle/10872/13379,http://saber.ucv.ve/bitstream/10872/13379/1/TESIS%20-%20Documentacion.pdf,,thesis_pdf_all/4238.pdf,True,True,False,escuela de computacion,Escuela de Computación,Yosly Hernandez Bieliukas,thesis_txt/4238.txt
4240,19-Feb-2016,Sistema semi-interactivo para la evolución  de ideas melódicas,"Fuentes Figueroa, Jorge Alejandro",1.26 MB,http://saber.ucv.ve/handle/10872/13377,http://saber.ucv.ve/bitstream/10872/13377/1/TEG_JorgeFuentes.pdf,,thesis_pdf_all/4240.pdf,True,True,False,escuela de computacion,Escuela de Computación,Navarro,thesis_txt/4240.txt
4241,19-Feb-2016,Una aplicación basada en técnicas de minería de datos para la evaluación de la morfología de cabeza de espermatozoide humano,"Altuve F., Grindeliz A.",2.68 MB,http://saber.ucv.ve/handle/10872/13376,http://saber.ucv.ve/bitstream/10872/13376/1/TEG_Grindeliz_Altuve.pdf,,thesis_pdf_all/4241.pdf,True,True,False,escuela de computacion,Escuela de Computación,Haydemar Nunez,thesis_txt/4241.txt
4248,19-Feb-2016,Visualización de volúmenes multi-resolución con manejo eficiente de la segmentación de la textura altas,"Fernández Hensen, Zilerimar Carolina; Ramírez Colmenares, Augusto Andrés",3.56 MB,http://saber.ucv.ve/handle/10872/13369,http://saber.ucv.ve/bitstream/10872/13369/1/Tesis%20V9.pdf,,thesis_pdf_all/4248.pdf,True,True,False,escuela de computacion,Escuela de Computación,Rhadames Carmona,thesis_txt/4248.txt
