index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple
3449,23-Jun-2015,Estudio de la influencia del persulfato y monopersulfato de potasio en la degradación de geles de poliacrilamida,"Henrríquez, Reinaldo",1.81 MB,http://saber.ucv.ve/handle/10872/10391,http://saber.ucv.ve/bitstream/10872/10391/1/Tesis%20Reinaldo%20Henrr%c3%adquez.pdf,,thesis_pdf_all/3449.pdf,True,True,False,escuela de quimica
3448,23-Jun-2015,Efectos topológicos y cuantización en corrientes de espín,"Torres, Vanessa C.",2.89 MB,http://saber.ucv.ve/handle/10872/10379,http://saber.ucv.ve/bitstream/10872/10379/1/Tesis%20Vanessa%20C.%20Torres%20Montilla.pdf,,thesis_pdf_all/3448.pdf,True,True,False,escuela de fisica
3447,23-Jun-2015,Metodología para la estimación de presiones de poro y fractura a partir de velocidades interválicas provenientes de datos sísmicos pre-apilados,"Gutiérrez, Denise S.",22.79 MB,http://saber.ucv.ve/handle/10872/10336,http://saber.ucv.ve/bitstream/10872/10336/1/Tesis%20Denise%20S.%20Guti%c3%a9rrez%20A..pdf,,thesis_pdf_all/3447.pdf,True,True,False,escuela de fisica
3446,22-Jun-2015,Música y sociedad en la Gaceta de Caracas,"Díaz Quintana, Josmar Belmí",83.35 kB,http://saber.ucv.ve/handle/10872/10296,http://saber.ucv.ve/bitstream/10872/10296/1/Resumen.pdf,,thesis_pdf_all/3446.pdf,True,True,False,escuela de comunicacion social
3445,22-Jun-2015,Avances informativos Petromonagas : sistema de programas audiovisuales para la intranet de PDVSA.,"Silva, Yajaira",1.12 MB,http://saber.ucv.ve/handle/10872/10285,http://saber.ucv.ve/bitstream/10872/10285/1/TESIS%20DE%20GRADO%20YAJAIRA%20SILVA%20%2812-11-2014%29.pdf,,thesis_pdf_all/3445.pdf,True,True,False,escuela de comunicacion social
3444,22-Jun-2015,Tumotorizado: propuesta de un plan de marketing para la fidelización y captación de clientes de la empresa de servicios tumotorizado.com.,"Archila Acosta, Fernando Aarón; Peña Calderón, Jhoraisi Nakari",188.63 kB,http://saber.ucv.ve/handle/10872/10264,http://saber.ucv.ve/bitstream/10872/10264/1/Resumen.pdf,,thesis_pdf_all/3444.pdf,True,True,False,No School
3471,26-Jun-2015,Reducción dimensional de vectores y escalares en dimensión D = 5,"Álvarez, Fernando C..",1.27 MB,http://saber.ucv.ve/handle/10872/10556,http://saber.ucv.ve/bitstream/10872/10556/1/Tesis%20Fernando%20C.%20%c3%81lvarez%20R..pdf,,thesis_pdf_all/3471.pdf,True,True,False,escuela de fisica
3472,26-Jun-2015,Diseño e Implementación de un Dispositivo que Soporta la Comunicación entre Vehículos Conectados vía una VANET,"Moreno, Jackson; Herrera, José",1.05 MB,http://saber.ucv.ve/handle/10872/10531,http://saber.ucv.ve/bitstream/10872/10531/1/Tesis%20Moreno-Herrera.pdf,,thesis_pdf_all/3472.pdf,True,True,False,escuela de computacion
3473,26-Jun-2015,Estimación de los niveles de albúmina en la orina y su correlación con los niveles de mercurio,"Hordziejewicz, Irelui G.",1.64 MB,http://saber.ucv.ve/handle/10872/10559,http://saber.ucv.ve/bitstream/10872/10559/1/Tesis%20Irelui%20Giorgina%20Hordziejewicz%20Celis.pdf,,thesis_pdf_all/3473.pdf,True,True,False,escuela de quimica
3488,6-Jul-2015,"Determinación de los niveles de mercurio en sangre de los niños en edad escolar de la población de El Callao, estado Bolívar","Sequera, Sergio D.",2.1 MB,http://saber.ucv.ve/handle/10872/10890,http://saber.ucv.ve/bitstream/10872/10890/1/Tesis%20Sergio%20D.%20Sequera%20S..pdf,,thesis_pdf_all/3488.pdf,True,True,False,escuela de quimica
3500,9-Jul-2015,"“Determinación de los Niveles de Mercurio Orina en los Niños de la Población de El Callao, Estado Bolívar, Venezuela.”","Matos, Manuel A.",1.71 MB,http://saber.ucv.ve/handle/10872/10932,http://saber.ucv.ve/bitstream/10872/10932/1/Tesis%20Manuel%20A.%20Matos%20P..pdf,,thesis_pdf_all/3500.pdf,True,True,False,escuela de quimica
3499,9-Jul-2015,Distribución espacial de fósforo en sedimentos superficiales del Lago de Valencia,"Marcano, Edgar Andrés",2.13 MB,http://saber.ucv.ve/handle/10872/10945,http://saber.ucv.ve/bitstream/10872/10945/1/Tesis%20Edgar%20A.%20Marcano%20C..pdf,,thesis_pdf_all/3499.pdf,True,True,False,escuela de quimica
