index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple
1099,28-Sep-2012,Propuesta para la elaboración de un programa de formación de usuarios de la Biblioteca “Foción Febres Cordero” de la Facultad de Odontología de la Universidad Central de Venezuela,"Jaimes, Yumaira",67.4 kB,http://saber.ucv.ve/handle/10872/1868,http://saber.ucv.ve/bitstream/10872/1868/1/Portada%20y%20ficha.pdf,,thesis_pdf_all/1099.pdf,True,True,False,escuela de bibliotecologia y archivologia
1098,28-Sep-2012,Propuesta para la Creación del  Archivo Central de la Corporación de Abastecimiento y Servicios Agrícolas CASA,"Izaquita, Elba",1.98 MB,http://saber.ucv.ve/handle/10872/1867,http://saber.ucv.ve/bitstream/10872/1867/1/Tesis%20Elba%20Izaquita.pdf,,thesis_pdf_all/1098.pdf,True,True,False,escuela de bibliotecologia y archivologia
1097,28-Sep-2012,El Pez que Fuma de Roman Chalbaud: Relaciones de Poder en una Micro Sociedad.,"González, Jesús",441.62 kB,http://saber.ucv.ve/handle/10872/1865,http://saber.ucv.ve/bitstream/10872/1865/1/El%20Pez%20que%20Fuma%20Relaciones%20de%20Poder%20en%20una%20Micro%20Sociedad%201.pdf,,thesis_pdf_all/1097.pdf,True,True,False,escuela de artes
1096,27-Sep-2012,Festival de Teatro de Occidente 1982-2006,"Figueroa, Félix; Borges, Maria",261.81 kB,http://saber.ucv.ve/handle/10872/1856,http://saber.ucv.ve/bitstream/10872/1856/1/fESTIVAL%20FTO%20TRABAJO%20DE%20GRADO.pdf,,thesis_pdf_all/1096.pdf,True,True,False,escuela de artes
1095,27-Sep-2012,Estudio comparativo de sistemas integrados de gestión bibliotecaria basados en software libre y software privativo. Koha y Alejandría.,"Filippi, Ailé; Hernández, Juan",278.72 kB,http://saber.ucv.ve/handle/10872/1857,http://saber.ucv.ve/bitstream/10872/1857/1/Koha_Alejandria.pdf,,thesis_pdf_all/1095.pdf,True,True,False,escuela de bibliotecologia y archivologia
1094,27-Sep-2012,La capilla de la tercera orden de San Francisco de Caracas: Aproximación a un estudio iconográfico,"Conde, Adelhis",614.74 kB,http://saber.ucv.ve/handle/10872/1853,http://saber.ucv.ve/bitstream/10872/1853/1/Contenido%20de%20la%20Tesis.pdf,,thesis_pdf_all/1094.pdf,True,True,False,escuela de artes
1093,27-Sep-2012,"Propuesta de reorganización para la Biblioteca del Colegio ""Nuestra Señora de la Consolación""de Caracas","Castillo C., Wilka A.",1.37 MB,http://saber.ucv.ve/handle/10872/1852,http://saber.ucv.ve/bitstream/10872/1852/1/TESISWACC.pdf,,thesis_pdf_all/1093.pdf,True,True,False,escuela de bibliotecologia y archivologia
1092,27-Sep-2012,Incidencias de la gestión del Ateneo de los Teques en el desarrollo cultural local (Período 1999-2005),"Espinoza, Mario",446.42 kB,http://saber.ucv.ve/handle/10872/1855,http://saber.ucv.ve/bitstream/10872/1855/1/TESIS%20MARIO%20ESPINOZA.pdf,,thesis_pdf_all/1092.pdf,True,True,False,No School
1091,27-Sep-2012,Propuesta de un centro de documentación e información para el Hospital Médico Quirúrgico de Emergencias de el Valle “Dr. Leopoldo Manrique Terrero”.,"Canelón, Analoy",360.41 kB,http://saber.ucv.ve/handle/10872/1851,http://saber.ucv.ve/bitstream/10872/1851/1/TESISfinal.pdf,,thesis_pdf_all/1091.pdf,True,True,False,escuela de bibliotecologia y archivologia
1090,27-Sep-2012,Las “figuras de carácter” dentro del retrato pictórico venezolano de finales del siglo XIX (1880-1898),"Camerino, Angélica",7.84 MB,http://saber.ucv.ve/handle/10872/1850,http://saber.ucv.ve/bitstream/10872/1850/1/TESIS%20DE%20GRADO.pdf,,thesis_pdf_all/1090.pdf,True,True,False,escuela de artes
1088,27-Sep-2012,Manuel Cabré: Una contribución documental a su biografía,"Cabré, Mireya",10.53 MB,http://saber.ucv.ve/handle/10872/1848,http://saber.ucv.ve/bitstream/10872/1848/1/CAP%c3%8dTULOS%2c%20ANEXOS%2c%20BIBLIOGRAF%c3%8dA.pdf,,thesis_pdf_all/1088.pdf,True,True,False,No School
1075,25-Sep-2012,Galería de nuevos pintores Una vitrina actual de la pintura venezolana.,"Franceschi, Karla",613.43 kB,http://saber.ucv.ve/handle/10872/1833,http://saber.ucv.ve/bitstream/10872/1833/1/Trabajo%20de%20Licenciatura%20Karla%20Franceschi.pdf,,thesis_pdf_all/1075.pdf,True,True,False,escuela de comunicacion social
