index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple
6616,6-Mar-2018,Validación de un generador de humedad portátil basado en intercambiadores de calor de placas paralelas respecto a un estándar primario,"Quintero L., José G.",4.21 MB,http://saber.ucv.ve/handle/10872/17940,http://saber.ucv.ve/bitstream/10872/17940/1/Tesis%20UCV%20Quintero%20Jose.pdf,,thesis_pdf_all/6616.pdf,True,True,False,No School
6615,6-Mar-2018,"Plan de desalojo con los componentes antes, durante y después de un evento adverso dirigido a la comunidad de la Escuela de Enfermería de la Universidad Central de Venezuela","Ricart, Albania; Rodríguez, Erika",2.28 MB,http://saber.ucv.ve/handle/10872/17939,http://saber.ucv.ve/bitstream/10872/17939/1/Tesis%20EE2016%20R357.pdf,,thesis_pdf_all/6615.pdf,True,True,False,escuela de enfermeria
6614,6-Mar-2018,"Medidas sobre prevención primaria del dolor de espalda causadas por el bulto escolar cumplidas por escolares del sexto grado de educación de la escuela “niño Jesús de Escuque”, Caracas, primer semestre 2016","Betancur, Yaqueline; Castillo, Jasmín",1.46 MB,http://saber.ucv.ve/handle/10872/17938,http://saber.ucv.ve/bitstream/10872/17938/1/Tesis%20EE2016%20B465.pdf,,thesis_pdf_all/6614.pdf,True,True,False,escuela de enfermeria
6613,6-Mar-2018,"Relación de ayuda que brinda el profesional de enfermería a las madres en el periodo post- parto en el hospital materno infantil “Ana Teresa de Jesús Ponce”.  Macuto, edo. Vargas. 1er trimestre año 2015","Giménez., Jesús",1.46 MB,http://saber.ucv.ve/handle/10872/17937,http://saber.ucv.ve/bitstream/10872/17937/1/Tesis%20EE2016%20G429.pdf,,thesis_pdf_all/6613.pdf,True,True,False,escuela de enfermeria
6612,6-Mar-2018,Estudio de factibilidad técnico-económica para la instalación de una planta productora de pastillas de freno para las redes metro y ferroviarias nacionales,"Olivo V., Francisco J.; Rodríguez L., Gabriel A.",4.52 MB,http://saber.ucv.ve/handle/10872/17936,http://saber.ucv.ve/bitstream/10872/17936/1/TEG%20Olivo%20Francisco%20y%20Rodriguez%20Gabriel.pdf,,thesis_pdf_all/6612.pdf,True,True,False,escuela de ingenieria mecanica
6611,6-Mar-2018,Efecto del contenido de carbono en la resistencia mecánica de un acero deformado bajo condiciones de trabajo en caliente,"Mujica M., Roberto J.",3.99 MB,http://saber.ucv.ve/handle/10872/17934,http://saber.ucv.ve/bitstream/10872/17934/1/20150630%20TEG%20Roberto%20Mujica.pdf,,thesis_pdf_all/6611.pdf,True,True,False,escuela de ingenieria mecanica
6610,6-Mar-2018,Factores de motivación extrínseca presentes en el ausentismo laboral de los profesionales de enfermería que laboran en la unidad quirúrgica del “Hospital Universitario de Caracas”. IV trimestre. Caracas,"Cristancho, Libia; Lizarazo, Corina; Pérez, María",710.55 kB,http://saber.ucv.ve/handle/10872/17946,http://saber.ucv.ve/bitstream/10872/17946/1/Tesis%20EE2016%20C868.pdf,,thesis_pdf_all/6610.pdf,True,True,False,escuela de enfermeria
6609,5-Mar-2018,"Información que tienen los trabajadores de la construcción acerca de la prevención de las enfermedades respiratorias, para el primer trimestre del año 2016.","Ostos, José. F",654.04 kB,http://saber.ucv.ve/handle/10872/17930,http://saber.ucv.ve/bitstream/10872/17930/1/Trabajo%20Especial%20de%20Grado%20-%20version%20definitiva.pdf,,thesis_pdf_all/6609.pdf,True,True,False,escuela de enfermeria
6608,5-Mar-2018,"Cultura Organizacional en las unidades clínicas de medicina y cirugía, percibida por los profesionales de Enfermería del Hospital Universitario “Dr. Luis Razetti de Barcelona. Edo. Anzoátegui”, tercer trimestre del año 2014","Mora, Cecil Polet",1.16 MB,http://saber.ucv.ve/handle/10872/17926,http://saber.ucv.ve/bitstream/10872/17926/1/CULTURA%20ORGANIZACIONAL%20EN%20LAS%20UNIDADES%20CLINICAS%20DE%20MEDICINA%20Y%20CIRUGIA%20PERCIBIDA%20POR%20LOS%20PROFESION.pdf,,thesis_pdf_all/6608.pdf,True,True,False,escuela de enfermeria
6607,5-Mar-2018,"Impacto de un programa instruccional sobre maniobras de RCP básicas en las acciones de enfermería realizadas al paciente con parada cardiorespiratoria del área de hospitalización del centro médico asistencial “Federico Ozanam” Guatire – edo. Miranda, durante el primer semestre del año 2015.","Zamora, Wilmiliana",2 MB,http://saber.ucv.ve/handle/10872/17931,http://saber.ucv.ve/bitstream/10872/17931/1/TEG%20WILMILIANA%20imprimir%20jueves.pdf,,thesis_pdf_all/6607.pdf,True,True,False,escuela de enfermeria
6606,5-Mar-2018,"Atención de los técnicos en la prevención de accidentes de usuarios con discapacidad, invidente durante su permanencia en el ferrocarril, los Valles del Tuy estado Miranda, instituto autónomo (IAFE) 2do semestre (2014)","Muñoz, Angela; Terán, María",848.15 kB,http://saber.ucv.ve/handle/10872/17932,http://saber.ucv.ve/bitstream/10872/17932/1/ATENCI%c3%93N-DE-LOS-T%c3%89CNICOS-EN-LA-PREVENCI%c3%93N-DE-ACCIDENTES-DE-USUARIOS-CON-DISCAPACIDAD%20%282%29.pdf,,thesis_pdf_all/6606.pdf,True,True,False,escuela de enfermeria
6605,5-Mar-2018,Cultura organizacional: la percepción de los profesionales de enfermería adscritos a unidades de hospitalización en institución pública y privada seleccionadas del Estado Miranda. primer semestre del año 2015,"Colón, Lizbeth; Díaz, Margelys",1.78 MB,http://saber.ucv.ve/handle/10872/17925,http://saber.ucv.ve/bitstream/10872/17925/1/TEG-ColonyDiaz.pdf,,thesis_pdf_all/6605.pdf,True,True,False,escuela de enfermeria
6604,5-Mar-2018,Guía de cuidados de enfermería a pacientes con catéter venoso central .uci. hospital militar  ̈Dr. Carlos Arvelo ̈. Caracas. I semestre 2015.,"Wittmann, Paredes",1.33 MB,http://saber.ucv.ve/handle/10872/17929,http://saber.ucv.ve/bitstream/10872/17929/1/Teg.%20wittmann%20paredes.pdf,,thesis_pdf_all/6604.pdf,True,True,False,escuela de enfermeria
6603,5-Mar-2018,"Cuidado humano de enfermería, enfocado en la teoría, filosofía y ciencia del cuidado de jean watson, otorgados a  pacientes en tratamiento sustitutivo: dialisis peritoneal ambulatoria continua. (dpac). Unidad de Dialisis Anaco. Segundo semestre del año 2014","Guzmán, Pedro",865.74 kB,http://saber.ucv.ve/handle/10872/17927,http://saber.ucv.ve/bitstream/10872/17927/1/CUIDADO%20HUMANO%20DE%20ENFERMERIA%20ENFOCADO%20EN%20LA%20TEORIA%20FILOSOFIA%20Y%20CIENCIA%20DEL%20CUIDADO%20DE%20JEAN%20WATSON.pdf,,thesis_pdf_all/6603.pdf,True,True,False,escuela de enfermeria
6602,1-Mar-2018,Control del ruido generado por un compresor de aire reciprocante,"Aumaitre G., Manuel A.; Lugo R., José I.",8.73 MB,http://saber.ucv.ve/handle/10872/17915,http://saber.ucv.ve/bitstream/10872/17915/1/Control%20del%20ruido%20generado%20por%20un%20compresor%20de%20aire%20reciprocante.pdf,,thesis_pdf_all/6602.pdf,True,True,False,escuela de ingenieria mecanica
6601,27-Feb-2018,"Determinación del rendimiento cuántico de un Fluoróforo en presencia de Nanopartículas metálicas, usando Espectroscopia de Lente Térmica","Ferreira, Marco",1.69 MB,http://saber.ucv.ve/handle/10872/17887,http://saber.ucv.ve/bitstream/10872/17887/1/TEG%20Marco%20Ferreira%20%281%29.pdf,,thesis_pdf_all/6601.pdf,True,True,False,escuela de quimica
6600,27-Feb-2018,"Aislamiento, purificación y caracterización de los Metabolitos Secundarios mayoritarios presentes en la Especie Tachigali chrysophylla (Poepp) Zarucchi & Herend","Salazar Bigott, Sofía Valentina",4.38 MB,http://saber.ucv.ve/handle/10872/17886,http://saber.ucv.ve/bitstream/10872/17886/1/TEG%20Sof%c3%adaSalazar%20Tachigali%20chrysophylla.pdf,,thesis_pdf_all/6600.pdf,True,True,False,escuela de quimica
6627,7-Mar-2018,Medidas de bioseguridad aplicadas por el profesional de enfermería en la prevención de infecciones nosocomiales en la unidad de medicina del hospital José Gregorio Hernández en el tercer trimestre 2015,"MAGDALENA, ELENA; SEQUERA, JENNY",835.74 kB,http://saber.ucv.ve/handle/10872/17961,http://saber.ucv.ve/bitstream/10872/17961/1/Tesis%20EE2015%20M271.pdf,,thesis_pdf_all/6627.pdf,True,True,False,escuela de enfermeria
6628,7-Mar-2018,Información que poseen las pacientes femeninas de 25 -45 años acerca de la prevención del cáncer de mama en el servicio de ginecología ambulatorio docente asistencial Hospital Universitario de Caracas julio 2015,"Díaz, Albert; Gómez- Mantellini, Daniela; Saraullo, Albany",1.39 MB,http://saber.ucv.ve/handle/10872/17957,http://saber.ucv.ve/bitstream/10872/17957/1/Tesis%20EE2015%20D543%20A1.pdf,,thesis_pdf_all/6628.pdf,True,True,False,escuela de enfermeria
6629,8-Mar-2018,Diseño de la galería de arte nacional virtual,"Lirio, Stephanie; Maestre, Jhoangela",174.03 kB,http://saber.ucv.ve/handle/10872/17965,http://saber.ucv.ve/bitstream/10872/17965/1/1.%20TESIS%20%28Portadas%29.pdf,,thesis_pdf_all/6629.pdf,True,True,False,escuela de bibliotecologia y archivologia
6644,20-Mar-2018,Diseño de un sistema de supervisión y control de un transmisor a magnetrón para un radar meteorológico del Instituto Nacional de Meteorología e Hidrología (INAMEH),"Matas Díaz, Daniel",3.48 MB,http://saber.ucv.ve/handle/10872/18008,http://saber.ucv.ve/bitstream/10872/18008/1/Tesis.pdf,,thesis_pdf_all/6644.pdf,True,True,False,escuela de ingenieria electrica
